課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
,,V,,,6189812,AR898L,AR898,設計運算,Design Computing,一般,建築四,選修,半,1,,,,,,,,"此課程為自由學分課程，不列入系選修課程。磨課師微學分課程，選課後請至平台修課。平台：Coursera/密西根大學。課綱查詢網址：<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>",跨:國際菁英,建築系,60,13,0,0,11,英語,6100B,0
,,V,,,6189912,AR899L,AR899,圖像化程式設計,Visual Programming,一般,建築四,選修,半,1,,,,,,,,"此課程為自由學分課程，不列入系選修課程。磨課師微學分課程，選課後請至平台修課。平台：openedu/教育部「推動大學程式設計教學計劃」跨校課。課綱查詢網址：<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>【平台原課程名稱：玩電玩，學程式-以文科生為主】",,建築系,60,27,0,0,12,國語,6100B,0
◎,,,,,6140215,AR402O,AR402,建築專業實習(二),Internship of Architecture(II),一般,建築五,必修,半,1,徐昌志,6-34.,,,,,,96級以降(含)修過建築專業實習(一)者始可修，且須經授課老師同意方可修課。,,建築系,60,2,0,0,4,國語,6100B,0
◎,,,,,6140215,AR402O,AR402,建築專業實習(二),Internship of Architecture(II),一般,建築五,必修,半,1,蔣雅君,6-34.,,,,,,96級以降(含)修過建築專業實習(一)者始可修，且須經授課老師同意方可修課。,,建築系,60,2,0,0,4,國語,6100B,0
◎,,,,,6143015,AR430O,AR430,日本當代建築,Japanese Contemporary Architecture,一般,建築五,選修,半,3,曾光宗,4-EFG.,祐生407,,,,,與碩士班合開，僅開放大五同學可修習。,跨:文化資產保存,建築系,10,8,0,0,22,國語,6100B,0
◎,,,,,6153015,AR530O,AR530,建築的理論與實踐,Architectural Theory and Practice,一般,建築五,選修,半,3,陳宇進,2-CDE.,教學402,,,,,與碩士班合開，大四及大五同學可修習。,,建築系,60,42,0,0,37,國語,6100B,0
◎,,,,,6153315,AR533O,AR533,台灣當代建築專論,Design discourse of Contemporary Architecture in Taiwan,一般,建築五,選修,半,3,蔣雅君,2-678.,建築302,,,,,與碩士班合開，大四及大五同學可修習,,建築系,10,11,0,0,35,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,陳宏銘,1-5678.,祐生209,4-1234.,祐生209,4-5678.,祐生209,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,楊紹凱,1-5678.,建築201,4-1234.,建築201,4-5678.,建築201,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,張全智,1-5678.,建築303,4-1234.,建築303,4-5678.,建築303,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,王嘉蓁,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,0.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,曹拯元,1-5678.,祐生207,4-1234.,祐生207,4-5678.,祐生207,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,江世彥,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,0.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,郭聖荃,1-5678.,建築201,4-1234.,建築201,4-5678.,建築201,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,蔡松霖,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,蘇弘,1-5678.,建築202,4-1234.,建築202,4-5678.,建築202,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,陳宇進,1-5678.,建築304,4-1234.,建築304,4-5678.,建築304,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,2,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,許志維,1-5678.,建築303,4-1234.,建築303,4-5678.,建築303,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,曾光宗,1-5678.,建築102,4-1234.,建築102,4-5678.,建築102,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,2,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,黃俊銘,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,2.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,楊秋煜,1-5678.,建築201,4-1234.,建築201,4-5678.,建築201,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,陳宣誠,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,3,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,蘇富源,1-5678.,建築101,4-1234.,建築101,4-5678.,建築101,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,邱裕文,1-5678.,建築201,4-1234.,建築201,4-5678.,建築201,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,1.5,3,國語,6100B,0
◎,,,V,,6159615,AR596O,AR596,畢業設計,Thesis Project,一般,建築五,必修,半,8,盧建銘,1-5678.,建築202A,4-1234.,建築202A,4-5678.,建築202A,此課程為分組教學，每位老師指導1~5位學生。,創:PBL課程,建築系,75,58,29.5,4,3,國語,6100B,0
◎,,,,,6162315,AR623O,AR623,產業遺產再利用,The Reuse of Industrial Heritage,一般,建築五,選修,半,3,林曉薇,2-567.,祐生307,,,,,全英語授課,"跨:文化資產保存,跨:國際菁英",建築系,10,12,3,3,25,英語,6100B,0
◎,,,,,6170115,AR701O,AR701,空間聚落與活化再生,Settlements Space and revitalization,一般,建築五,選修,半,3,葉俊麟,1-EFG.,教學310,,,,,,"創:PBL課程,跨:文化資產保存",建築系,10,13,0,0,46,國語,6100B,0
◎,,V,,,6205901,ID059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,室設一,必修,半,1,荊行倫,2-56.,全人402,,,,,須繳語言實習費600元,,語言中心,57,57,0,2,5,英語,6200B,0
◎,,,,,6210401,ID104A,CD104,素描(二),Sketch(II),一般,室設一,選修,半,2,江定宇,4-567.,室設203,,,,,不開放人工加選,,室設系,60,37,3,3,47,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,邱士峰,1-1234.,愛樓3F-C,1-5678.,愛樓3F-C,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,戴文文,1-1234.,愛樓3F-E,1-5678.,愛樓3F-E,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,吳宜娟,1-1234.,土側103,1-5678.,土側103,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,朱禹潔,1-1234.,愛樓103,1-5678.,愛樓103,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,張育華,1-1234.,愛樓3F-A,1-5678.,愛樓3F-A,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,江俊浩,1-1234.,土側104,1-5678.,土側104,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,朱啓銘,1-1234.,望樓202,1-5678.,望樓202,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,謝文哲,1-1234.,愛樓3F-D,1-5678.,愛樓3F-D,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,洪逸安,1-1234.,望樓102A,1-5678.,望樓102A,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,3,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,張凱傑,1-1234.,愛樓3F-B,1-5678.,愛樓3F-B,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,張筱倩,1-1234.,愛樓3F-F,1-5678.,愛樓3F-F,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,蔡嘉真,1-1234.,望樓108,1-5678.,望樓108,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,沈豪慶,1-1234.,愛樓304,1-5678.,愛樓304,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,,,V,,6210601,ID106A,ID107,基本設計(二),Basic Design(2),一般,室設一,必修,半,3,鍾雨庭,1-1234.,望樓207,1-5678.,望樓207,,,曾修「基本設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,95,35.5,2.5,11,國語,6200B,0
◎,V,,,,6212801,ID128A,CD128,圖學二A,Drawing(2A),一般,室設一,必修,半,2,洪逸安,3-56.,設計104,3-78.,,,,大一單號同學修習，請勿自行退選換班。實際上課時間及教室依老師公告。,"創:PBL課程,微:室內設計實務微型學程",室設系,60,51,2,2,7,國語,6200B,0
◎,V,,,,6213001,ID130A,CD130,圖學二B,Drawing(2B),一般,室設一,必修,半,2,朱禹潔,3-56.,室設203,3-78.,,,,大一雙號同學修習，請勿自行退選換班。實際上課時間及教室依老師公告。,"創:PBL課程,微:室內設計實務微型學程",室設系,60,46,2,2,7,國語,6200B,0
◎,V,,,,6214801,ID148A,ID149,電腦應用概論(二),Introduction of Computer Application (II),一般,室設一,必修,半,2,周橞雯,4-234.,教學709,,,,,非同步遠距教學，大一單號同學修習，請勿自行退選換班。,"創:PBL課程,微:室內設計實務微型學程,創:程式設計課程",室設系,60,57,3,3,11,國語,6200B,0
◎,V,,,,6214901,ID149A,ID149,電腦應用概論(二),Introduction of Computer Application (II),一般,室設一,必修,半,2,周橞雯,3-EFG.,教學709,,,,,非同步遠距教學，大一雙號同學修習，請勿自行退選換班。,"創:PBL課程,微:室內設計實務微型學程,創:程式設計課程",室設系,60,50,3,3,8,國語,6200B,0
◎,,,,,6215001,ID150A,ID151,室內設計概論(二),General Introduction to Interior Design (II),一般,室設一,選修,半,2,魏主榮,2-34.,室設108,,,,,,創:PBL課程,室設系,60,62,2,2,62,國語,6200B,0
◎,,,,,6260901,ID609A,ZA610,英文(二),English (II),一般,室設一,必修,半,1,王惠芝,2-CD.,全人303,,,,,,,語言中心,45,44,2,2,2,英語,6200B,0
◎,,,,不得停修,6261901,ID619A,ZA620,體育二,Physical Education (II),體育,室設一,必修,半,0,詹富鈞,5-12.,,,,,,室內設計B班,,體育室,60,45,0,2,2,國語,6200B,0
◎,,,V,,6280101,ID801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,室設一,必修,半,2,葉常泓,3-12.,教學612,,,,,,,通識中心,80,75,2,2,3,國語,6200B,0
◎,,,,,6288801,ID888A,GE726,運算思維與程式設計,Computational thinking and programming,科技,室設一,必修,半,2,謝文哲,5-56.,教學410,,,,,大一單號學生修習，請勿自行退選換班,創:程式設計課程,通識中心,65,44,0,2,1,國語,6200B,0
◎,,,,,6288901,ID889A,GE726,運算思維與程式設計,Computational thinking and programming,科技,室設一,必修,半,2,謝文哲,5-34.,教學410,,,,,大一雙號學生修習，請勿自行退選換班,創:程式設計課程,通識中心,65,45,0,2,0,國語,6200B,0
◎,,,,不得停修,6294501,ID945A,ZA620,體育二,Physical Education (II),體育,室設一,必修,半,0,余致萱,2-78.,,,,,,室內設計A班,,體育室,60,44,0,2,0,國語,6200B,0
,,,,,6299101,ID991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,室設一,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,44,0,0,0,國語,6200B,0
,,,,,6299201,ID992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,室設一,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,44,0,0,0,國語,6200B,0
◎,V,,,,6253818,ID538R,ID538,健康環境專題,Disquisitions of Health Environment,一般,室設碩一,選修,半,3,吳燦中,2-78C.,室設200,,,,,,創:PBL課程,室設系,25,24,3,3,19,國語,6200B,0
◎,V,,,,6254318,ID543R,ID543,研究方法論(二)A,Research Methodology (II)A,一般,室設碩一,必修,半,2,陳其澎,1-34.,室設200,,,,,,創:PBL課程,室設系,25,21,2,2,12,國語,6200B,0
◎,V,,,,6254418,ID544R,ID544,研究方法論(二)B,Research Methodology (II)B,一般,室設碩一,必修,半,2,陳歷渝,1-78.,室設100,,,,,,創:PBL課程,室設系,25,16,2,2,22,國語,6200B,0
◎,V,,,,6254918,ID549R,ID549,文本閱讀與呈現,Text reading and representation,一般,室設碩一,選修,半,3,黃慶輝,1-567.,望樓1012,,,,,,創:PBL課程,室設系,25,14,3,3,11,國語,6200B,0
◎,V,,,,6255318,ID553R,ID553,永續創意思考,Creative Thinking about Sustainability,一般,室設碩一,選修,半,3,倪晶瑋,3-678.,室設100,,,,,,創:PBL課程,室設系,25,20,3,3,16,國語,6200B,0
◎,V,,,,6255718,ID557R,ID557,敘事設計,Narrative Design,一般,室設碩一,選修,半,1,陳歷渝,1-G.,,,,,,微型課程，上課日期、時間及地點依老師公告。,,室設系,25,17,1,1,16,國語,6200B,0
◎,V,,,,6256018,ID560R,ID560,室內永續環境,Sustainable Indoor Environment,一般,室設碩一,選修,半,3,朱禹潔,2-34B.,室設100,,,,,,創:PBL課程,室設系,25,16,3,3,16,國語,6200B,0
◎,V,,,,6256118,ID561R,ID561,設計計劃,Programing for Interior Design,一般,室設碩一,選修,半,3,朱啓銘,5-567.,室設100,,,,,,,室設系,25,13,3,3,14,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,劉時泳,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,0,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,陳歷渝,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,謝淳鈺,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,朱啓銘,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,陳其澎,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,魏主榮,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,朱禹潔,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,倪晶瑋,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,吳燦中,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,0,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,黃慶輝,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,,,,,6260718,ID607R,ID525,室內環境設計規劃(二),Interior Design Studio (2),一般,室設碩一,必修,半,1,洪逸安,3-12.,,,,,,學生與指導教授個別討論,創:PBL課程,室設系,50,29,9,1,23,國語,6200B,0
◎,V,,,,6272718,ID727R,GE727,數位人文創意思解,Creative problem solving on digital humanity,一般,室設碩一,選修,半,1,洪逸安,2-G.,,,,,,微型課程，上課日期、時間及地點依老師公告。,創:PBL課程,室設系,25,21,1,1,18,國語,6200B,0
◎,V,,,,6250144,ID501r,ID501,身體導向的空間論述,The Discourse of Body/Space,一般,室設碩專一,選修,半,3,陳其澎,4-DEF.,室設200,,,,,,創:PBL課程,室設系,25,7,3,3,4,國語,6200B,0
◎,V,,,,6254544,ID545r,ID545,研究資料分析方法,Research Data Analysis Methods,一般,室設碩專一,選修,半,3,劉時泳,2-DEF.,室設200,,,,,,創:PBL課程,室設系,25,23,3,3,19,國語,6200B,0
◎,V,,,,6255144,ID551r,ID551,設計與文化研究,design and culture studies,一般,室設碩專一,選修,半,3,陳歷渝,1-DEF.,室設100,,,,,,創:PBL課程,室設系,25,25,3,3,19,國語,6200B,0
◎,V,,,,6262744,ID627r,ID627,批判理論與作品分析,Criticism and Analysis of Space,一般,室設碩專一,選修,半,3,謝淳鈺,4-DEF.,室設100,,,,,,創:PBL課程,室設系,25,16,3,3,17,國語,6200B,0
◎,V,,,,6263644,ID636r,ID636,商業空間專題研究,Business Space Interpretation and Study,一般,室設碩專一,選修,半,3,劉時泳,3-DEF.,室設200,,,,,,創:PBL課程,室設系,25,22,3,2,12,國語,6200B,0
◎,V,,,,6263644,ID636r,ID636,商業空間專題研究,Business Space Interpretation and Study,一般,室設碩專一,選修,半,3,吳燦中,3-DEF.,室設200,,,,,,創:PBL課程,室設系,25,22,3,1,12,國語,6200B,0
◎,V,,,,6279244,ID792r,ID792,創意生活產業專題,The Study of Creative Life Industries,一般,室設碩專一,選修,半,3,魏主榮,3-DEF.,室設100,,,,,課程接續考量，上學期曾修「休旅產業專題」者優先。,創:PBL課程,室設系,25,18,3,3,14,國語,6200B,0
◎,,,,,6200304,ID003D,ZA702,實用英文（二）,Practical English (II),一般,室設二,必修,半,1,黃佩櫻,1-CD.,教學509,,,,,,,語言中心,45,42,2,2,2,英語,6200B,0
◎,,,,,6217704,ID177D,ID177,溝通與表達,Communication and Presentation Skills,一般,室設二,選修,半,1,朱禹潔,5-B.,,,,,,微型課程，實際上課日期及地點依老師公告。本微型課程為1學分，大學部108學年度(含)以前入學學生，修此課程無法抵認2學分「表現法」。,創:PBL課程,室設系,30,25,1,1,26,國語,6200B,0
◎,,,,,6219804,ID198D,ZA198,色彩學,Chromatics,一般,室設二,必修,半,2,倪晶瑋,1-56.,科學811,,,,,大二單號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,41,2,2,0,國語,6200B,0
◎,,,,,6219904,ID199D,ZA198,色彩學,Chromatics,一般,室設二,必修,半,2,倪晶瑋,1-78.,科學811,,,,,大二雙號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,41,2,2,3,國語,6200B,0
◎,,,,,6221804,ID218D,ID218,室內空間實作基礎,Fundamental Implementations of Interior Space,一般,室設二,選修,半,1,黃慶輝,1-B.,,,,,,微型課程，實際上課日期及地點依老師公告。,創:PBL課程,室設系,40,24,1,1,25,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,朱禹潔,5-1234.,愛樓103,5-5678.,愛樓103,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,3,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,林亞頡,5-1234.,土側103,5-5678.,土側103,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,王曉莉,5-1234.,愛樓3F-C,5-5678.,愛樓3F-C,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,宋昌志,5-1234.,望樓202,5-5678.,望樓202,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,邱振榮,5-1234.,土側104,5-5678.,土側104,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,林錦宏,5-1234.,愛樓3F-B,5-5678.,愛樓3F-B,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,洪逸安,5-1234.,望樓108,5-5678.,望樓108,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,黃慶輝,5-1234.,愛樓201,5-5678.,愛樓201,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,周宥妤,5-1234.,愛樓3F-E,5-5678.,愛樓3F-E,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,王文煒,5-1234.,愛樓3F-D,5-5678.,愛樓3F-D,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,王澤民,5-1234.,愛樓304,5-5678.,愛樓304,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,衛映潔,5-1234.,愛樓3F-F,5-5678.,愛樓3F-F,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
