課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,,,2545614,GQ456N,GQ456,區域文明史,History of Regional Civilizations,歷史,基礎必修通識,必修,半,2,吳佳融,2-12.,教學509,,,,,,跨:國際菁英,通識中心,60,60,2,2,132,國語,,0
◎,,,,,2545615,GQ456O,GQ456,區域文明史,History of Regional Civilizations,歷史,基礎必修通識,必修,半,2,吳佳融,2-34.,教學509,,,,,,跨:國際菁英,通識中心,60,60,2,2,205,國語,,0
◎,,,,,2545701,GQ457A,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,談士榮,5-34.,懷恩206,,,,,,"跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,712,國語,,0
◎,,,,,2545702,GQ457B,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,談士榮,5-56.,教學302,,,,,,"跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,518,國語,,0
◎,,,,,2545703,GQ457C,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,談士榮,5-78.,教學302,,,,,,"跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,464,國語,,0
◎,,,,不得停修,2545704,GQ457D,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,劉明憲,4-CD.,教學301,,,,,,"跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,331,國語,,0
◎,,,,,2545705,GQ457E,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,鄭巧君,2-56.,科學B04,,,,,,"創:PBL課程,跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,404,國語,,0
◎,,,,,2545706,GQ457F,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,鄭巧君,2-78.,科學B04,,,,,,"創:PBL課程,跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,371,國語,,0
◎,,,,,2545707,GQ457G,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,陳奕亨,4-56.,懷恩206,,,,,,"創:PBL課程,跨:人文素養,跨:國際菁英",通識中心,60,59,2,2,420,國語,,0
◎,,,,,2545708,GQ457H,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,陳奕亨,4-78.,懷恩206,,,,,,"創:PBL課程,跨:人文素養,跨:國際菁英",通識中心,60,60,2,2,423,國語,,0
◎,,,,,2545709,GQ457I,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,林峻煒,3-8C.,教學617,,,,,須有中文閱讀、書寫能力,"跨:人文素養,跨:國際菁英",通識中心,60,59,2,2,175,國語,,0
◎,,,,,2545710,GQ457J,GQ457,文化思想史,History of Cultures and Thoughts,歷史,基礎必修通識,必修,半,2,林峻煒,3-DE.,教學617,,,,,須有中文閱讀、書寫能力,"跨:人文素養,跨:國際菁英",通識中心,60,61,2,2,193,國語,,0
◎,,,,,2580101,GQ801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,基礎必修通識,必修,半,2,廖建智,5-DE.,教學602,,,,,僑外生專班，具備最初階中文聽說讀寫能力。,,通識中心,60,69,2,2,4,國語,,0
◎,,,,,2580102,GQ801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,基礎必修通識,必修,半,2,林麗裡,2-DE.,教學618,,,,,僑外生專班，具備中文聽說溝通能力，簡易讀寫能力。,創:PBL課程,通識中心,60,20,2,2,11,國語,,0
,,,,,2000001,GE000A,GD001,通識教育自主學習(一),self-directed learning on general education(I),延通,延伸選修通識,選修,半,1,,,,,,,,延伸通識選修，跨天人物我，非單一類別,跨:人文素養,通識中心,0,0,0,0,10,國語,,0
,,,,,2000003,GE000C,GD002,通識教育自主學習(二),self-directed learning on general education(II),延通,延伸選修通識,選修,半,1,,,,,,,,延伸通識選修，跨天人物我，非單一類別,跨:人文素養,通識中心,0,0,0,0,7,國語,,0
◎,,,,,2000101,GE001A,GE001,大學生生涯探索,Career Exploration for College Students,我,延伸選修通識,選修,半,2,秦羽力,1-DE.,教學318,,,,,,跨:人文素養,通識中心,60,60,2,2,381,國語,,0
◎,,,,,2000401,GE004A,GE004,浪漫時期音樂賞析,Romantic Period Music Appreciation,我,延伸選修通識,選修,半,2,簡山根,2-34.,風雅頌,,,,,,就:數音就業學程,通識中心,60,61,2,2,693,國語,,0
◎,,,,不得停修,2001101,GE011A,GE011,藝術說桃園,Taoyuan Through the Arts,我,延伸選修通識,選修,半,2,魏立心,3-78.,工學307,,,,,桃園學深碗課，部分週末校外參訪，共3學分,"創:PBL課程,跨:人文素養,跨:文化資產保存",通識中心,30,30,2,2,92,國語,,0
◎,,,,不得停修,2001201,GE012A,GE012,說桃園,Taoyuan Stories,我,延伸選修通識,選修,半,1,魏立心,3-C.,工學307,,,,,桃園學課程，需同時修另一門，共3學分,"創:PBL課程,跨:人文素養,跨:文化資產保存",通識中心,30,30,1,1,23,國語,,0
◎,,,,不得停修,2001301,GE013A,GE013,桃花源尋寶,Peach Blossom Spring for treasure,我,延伸選修通識,選修,半,2,葉俊麟,3-78.,教學812,,,,,桃園學深碗課，部分周末校外參訪，共3學分,"創:PBL課程,跨:人文素養,跨:文化資產保存",通識中心,30,30,2,2,83,國語,,0
◎,,,,不得停修,2001401,GE014A,GE014,走讀桃花源,Peach Blossom Spring Study,我,延伸選修通識,選修,半,1,葉俊麟,3-C.,教學812,,,,,桃園學課程，需同時修另一門，共3學分,"創:PBL課程,跨:人文素養,跨:文化資產保存",通識中心,30,30,1,1,29,國語,,0
◎,,,,,2001501,GE015A,GE015,動漫文學,Animation and Manga Literature,我,延伸選修通識,選修,半,2,周文鵬,3-78.,懷恩106,,,,,,,通識中心,60,68,2,2,1289,國語,,0
◎,,,,,2001502,GE015B,GE015,動漫文學,Animation and Manga Literature,我,延伸選修通識,選修,半,2,周文鵬,3-12.,教學615,,,,,,,通識中心,60,67,2,2,1135,國語,,0
◎,,,,,2001701,GE017A,GE017,布袋戲與台灣文化,Pili Puppetry and Taiwanese culture,我,延伸選修通識,選修,半,2,賴皆興,2-12.,科學B04,,,,,,,通識中心,60,63,2,2,215,國語,,0
◎,,,,,2001702,GE017B,GE017,布袋戲與台灣文化,Pili Puppetry and Taiwanese culture,我,延伸選修通識,選修,半,2,賴皆興,2-34.,科學B04,,,,,,,通識中心,60,61,2,2,309,國語,,0
◎,,,,,2002001,GE020A,GE020,一起來玩音樂劇,Let''s Play Musical,我,延伸選修通識,選修,半,2,張浩,2-78.,風雅頌,,,,,深碗課程，須同時修「一起來玩音樂劇展演」，二門課程共3學分,"跨:人文素養,就:數音就業學程",通識中心,30,29,2,2,80,國語,,0
◎,,,,,2002101,GE021A,GE021,一起來玩音樂劇展演,Let''s Play Musical Performance,我,延伸選修通識,選修,半,1,張浩,2-C.,風雅頌,,,,,需同時修「一起來玩音樂劇」，二門課程共3學分.密集上課時間另訂,"跨:人文素養,就:數音就業學程",通識中心,30,29,1,1,52,國語,,0
◎,,,,,2002401,GE024A,GE024,世界文學與藝術歌曲,Literature and art song,我,延伸選修通識,選修,半,2,羅明芳,4-12.,風雅頌,,,,,,"創:PBL課程,跨:人文素養,就:數音就業學程",通識中心,60,60,2,2,372,國語,,0
◎,,,,,2002701,GE027A,GE027,流行音樂詞曲賞析,Appreciation of Pop Music songs,我,延伸選修通識,選修,半,2,何厚華,1-56.,教學812,,,,,,就:數音就業學程,通識中心,60,60,2,2,690,國語,,0
◎,,,,,2002801,GE028A,GE028,英語經典小說悅讀,Reading Classic Novels in English,我,延伸選修通識,選修,半,2,林慧茹,2-34.,教學812,,,,,全英語授課,,通識中心,40,40,2,2,286,英語,,0
◎,,,,,2003701,GE037A,GE037,義大利生活與藝術,Italian Living and Arts,我,延伸選修通識,選修,半,2,羅明芳,4-34.,風雅頌,,,,,,創:PBL課程,通識中心,60,60,2,2,779,國語,,0
◎,,,,,2003801,GE038A,GE038,職場情緒軟功夫,Emotion Soft Skills for Workplace,我,延伸選修通識,選修,半,2,蔡秀玲,5-CD.,,,,,,非同步遠距，無面授,"跨:國際菁英,就:數音就業學程",通識中心,150,159,2,2,2286,國語,,0
◎,,,,,2003802,GE038B,GE038,職場情緒軟功夫,Emotion Soft Skills for Workplace,我,延伸選修通識,選修,半,2,蔡秀玲,5-EF.,,,,,,非同步遠距，無面授,"跨:國際菁英,就:數音就業學程",通識中心,150,153,2,2,2032,國語,,0
◎,,,,,2004001,GE040A,GE040,閱讀音樂,Music is Life,我,延伸選修通識,選修,半,2,林少英,4-56.,教學818,,,,,,就:數音就業學程,通識中心,60,60,2,2,320,國語,,0
◎,,,,,2005701,GE057A,GE057,設計人生與管理學習,Life Design and Learning Management,我,延伸選修通識,選修,半,2,簡志峰,4-78.,教學812,,,,,本門課程2學分。,創:PBL課程,通識中心,60,62,2,2,192,國語,,0
◎,,,,,2010001,GE100A,GE100,楚漢相爭之職場競爭力,Career competition ability of Chu-Han battle,人,延伸選修通識,選修,半,2,曾陽晴,3-DE.,教學812,,,,,非同步遠距課程,"跨:國際菁英,就:富邦人壽就業學程,就:數音就業學程",通識中心,40,40,2,2,705,國語,,0
◎,,,,,2010101,GE101A,GE101,臺灣文化資產賞析,Taiwan Appreciation of Culture Property,人,延伸選修通識,選修,半,2,曾德宜,5-56.,懷恩106,,,,,,就:富邦人壽就業學程,通識中心,60,60,2,2,209,國語,,0
◎,,,,,2010102,GE101B,GE101,臺灣文化資產賞析,Taiwan Appreciation of Culture Property,人,延伸選修通識,選修,半,2,曾德宜,5-78.,懷恩106,,,,,,就:富邦人壽就業學程,通識中心,60,60,2,2,149,國語,,0
◎,,,,,2010301,GE103A,GE103,行政學與公共管理,Public Administration and Management,人,延伸選修通識,選修,半,2,許恒禎,2-78.,教學818,,,,,,"就:公共行政學程,就:富邦人壽就業學程",通識中心,85,86,2,2,312,國語,,0
◎,,,,,2010501,GE105A,GE105,財務金融理論與應用,Comprehension and Establishment of A Financial Literacy & Freedom Plan,人,延伸選修通識,選修,半,2,榮司提反,5-34.,圖書101,,,,,全英語授課；非同步遠距,"跨:國際菁英,就:富邦人壽就業學程",通識中心,30,28,2,2,573,英語,,0
◎,,,,,2010601,GE106A,GE106,東南亞政治與社會,The Politics and Society of Southeast Asia,人,延伸選修通識,選修,半,2,謝尚伯,1-12.,教學812,,,,,,"跨:東南亞文化,跨:國際菁英,就:富邦人壽就業學程",通識中心,60,60,2,2,137,國語,,0
◎,,,,,2010701,GE107A,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,曾蘭淑,2-EF.,教學615,,,,,,"創:PBL課程,跨:東南亞文化,跨:國際菁英,就:富邦人壽就業學程",通識中心,60,58,2,2,210,國語,,0
◎,,,,,2010702,GE107B,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,巫穎翰,5-78.,科學B04,,,,,,"創:PBL課程,跨:國際菁英,就:富邦人壽就業學程",通識中心,60,60,2,2,155,國語,,0
◎,,,,不得停修,2011301,GE113A,GE113,桃學趣,Fun Taoyuan Studies,人,延伸選修通識,選修,半,2,何彩滿,3-78.,教學305A,,,,,桃園學深碗課，部分周末校外參訪，共3學分,"跨:人文素養,跨:文化資產保存,就:富邦人壽就業學程",通識中心,30,29,2,2,54,國語,,0
◎,,,,不得停修,2011401,GE114A,GE114,桃學趣探索,Exploring Taoyuan,人,延伸選修通識,選修,半,1,何彩滿,3-C.,教學305A,,,,,桃園學課程，需同時修另一門，共3學分,"跨:人文素養,跨:文化資產保存",通識中心,30,29,1,1,16,國語,,0
◎,,,,,2011601,GE116A,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,李郁錦,3-78.,全人108,,,,,人育學院特色通識，應華學生選修為主,就:富邦人壽就業學程,通識中心,60,61,1,2,31,國語,,0
◎,,,,,2011602,GE116B,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,陳正婷,1-34.,教學615,,,,,人育院特色通識，應外系選修為主，全英語授課,"創:PBL課程,就:富邦人壽就業學程",通識中心,95,104,1,1,22,英語,,0
◎,,,,,2011602,GE116B,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,吳碩禹,1-34.,教學615,,,,,人育院特色通識，應外系選修為主，全英語授課,"創:PBL課程,就:富邦人壽就業學程",通識中心,95,104,1,1,22,英語,,0
◎,,,,,2011603,GE116C,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,潘惠銘,4-CD.,全人201,,,,,人育學院特色通識，特教學生選修為主,就:富邦人壽就業學程,通識中心,60,53,1,2,29,國語,,0
◎,,,,,2011701,GE117A,GE117,臺灣與世界,Taiwan and The World,人,延伸選修通識,選修,半,2,夏立言,4-34.,教學818,,,,,,就:富邦人壽就業學程,通識中心,85,85,2,2,489,國語,,0
◎,,,,,2011901,GE119A,GE119,探索亞太安全議題,Exploring Asia-Pacific Security Issues,人,延伸選修通識,選修,半,2,黃基禎,2-EF.,教學302,,,,,全英語授課,"創:PBL課程,跨:國際菁英,就:富邦人壽就業學程",通識中心,80,81,2,2,288,英語,,0
◎,,,,,2012001,GE120A,GE120,社團學習與領導,Club Management and Leadership,人,延伸選修通識,選修,半,2,吳昱鋒,4-78.,活動203,,,,,,"跨:國際菁英,就:富邦人壽就業學程",通識中心,60,56,2,2,161,國語,,0
◎,,,,,2012601,GE126A,GE126,國際事務,International Affairs From Every Aspect,人,延伸選修通識,選修,半,2,林楚淇,3-78.,教學510,,,,,全英語授課,就:富邦人壽就業學程,通識中心,60,58,2,2,347,英語,,0
◎,,,,,2012602,GE126B,GE126,國際事務,International Affairs From Every Aspect,人,延伸選修通識,選修,半,2,林楚淇,3-CD.,教學612,,,,,全英語授課,就:富邦人壽就業學程,通識中心,60,61,2,2,323,英語,,0
◎,,,,,2013001,GE130A,GE130,國際菁英發展實務,Workshop for International Elites,人,延伸選修通識,選修,半,1,鄭詩萍,,,,,,,三次密集上課，國際菁英學程學生優先，必須全程參加，選課後請同學預留時間上課。上課日期和時間如下：3/19（六）9:00-18:00、3/26（六）9:00-18:00、3/30（三）17:00-20:00。必須全程參加！,跨:國際菁英,通識中心,60,60,0,1,42,國語,,0
◎,,,,,2013101,GE131A,GE131,職場溝通軟功夫,Communication Soft Power for Workplace,人,延伸選修通識,選修,半,2,鄧治東,3-78.,教學305B,,,,,,"創:PBL課程,就:南山就業學程,跨:國際菁英,就:富邦人壽就業學程,就:數位編輯就業學程,就:數音就業學程",通識中心,30,31,2,2,382,國語,,0
◎,,,,,2013102,GE131B,GE131,職場溝通軟功夫,Communication Soft Power for Workplace,人,延伸選修通識,選修,半,2,鄭憲永,3-DE.,教學305B,,,,,,"創:PBL課程,就:南山就業學程,跨:國際菁英,就:富邦人壽就業學程,就:數位編輯就業學程,就:數音就業學程",通識中心,30,29,2,2,264,國語,,0
◎,,,,,2013201,GE132A,GE132,全球化與台灣發展,Globalization and development of  Taiwan,人,延伸選修通識,選修,半,2,賴皆興,5-12.,懷恩205,,,,,,"跨:中國大陸經營,就:富邦人壽就業學程",通識中心,60,61,2,2,182,國語,,0
◎,,,,,2013202,GE132B,GE132,全球化與台灣發展,Globalization and development of  Taiwan,人,延伸選修通識,選修,半,2,賴皆興,5-34.,懷恩205,,,,,,"跨:中國大陸經營,就:富邦人壽就業學程",通識中心,60,60,2,2,226,國語,,0
◎,,,,,2013401,GE134A,GE134,北極生態與地緣政治的變化,Changes in Arctic ecology and geopolitics,人,延伸選修通識,選修,半,2,閻亢宗,4-34.,教學302,,,,,,"創:PBL課程,就:富邦人壽就業學程",通識中心,60,61,2,2,203,國語,,0
◎,,,,,2013402,GE134B,GE134,北極生態與地緣政治的變化,Changes in Arctic ecology and geopolitics,人,延伸選修通識,選修,半,2,閻亢宗,4-56.,教學302,,,,,,"創:PBL課程,就:富邦人壽就業學程",通識中心,60,60,2,2,227,國語,,0
◎,,,,,2013501,GE135A,GE135,在地社區探究與設計思考,Exploring Local Communities and Design Thinking,人,延伸選修通識,選修,半,2,沈豪挺,1-78.,教學615,,,,,,"創:PBL課程,跨:人文素養,就:富邦人壽就業學程",通識中心,60,60,2,2,135,國語,,0
◎,,,,,2013601,GE136A,GE136,人類安全與永續發展,Human Security and Sustainable Development,人,延伸選修通識,選修,半,2,朱蓓蕾,4-56.,懷恩203,,,,,,就:富邦人壽就業學程,通識中心,60,61,2,2,153,國語,,0
◎,,,,,2013602,GE136B,GE136,人類安全與永續發展,Human Security and Sustainable Development,人,延伸選修通識,選修,半,2,朱蓓蕾,4-78.,懷恩203,,,,,,就:富邦人壽就業學程,通識中心,60,61,2,2,108,國語,,0
◎,,,,,2013701,GE137A,GE137,聯合國永續發展目標概論,The Introduction to UN Sustainable Development Goals,人,延伸選修通識,選修,半,2,林楚淇,3-EF.,教學612,,,,,,就:富邦人壽就業學程,通識中心,60,59,2,2,144,國語,,0
◎,,,,,2013801,GE138A,GE138,永續發展與社會進步,Sustainable Development and Social Progress,人,延伸選修通識,選修,半,2,沈豪挺,1-CD.,教學615,,,,,,"創:PBL課程,就:富邦人壽就業學程",通識中心,60,59,2,2,205,國語,,0
◎,,,,,2013901,GE139A,GE139,永續發展與能源經濟,Sustainable Development and Energy Economy,人,延伸選修通識,選修,半,2,胡敏遠,1-56.,土木501,,,,,,,通識中心,60,60,2,2,113,國語,,0
◎,,,,,2013902,GE139B,GE139,永續發展與能源經濟,Sustainable Development and Energy Economy,人,延伸選修通識,選修,半,2,胡敏遠,1-78.,土木501,,,,,,,通識中心,60,60,2,2,88,國語,,0
◎,,,,,2022401,GE224A,GE224,科學與信仰,Science and Faith,天,延伸選修通識,選修,半,2,黃定維,2-CD.,教學615,,,,,,,通識中心,60,60,2,2,296,國語,,0
◎,,,,,2022601,GE226A,GE226,生命教育概論,Introduction to Life Education,天,延伸選修通識,選修,半,2,江蘭貞,3-56.,教學509,,,,,,創:PBL課程,通識中心,60,60,2,2,226,國語,,0
◎,,,,,2022602,GE226B,GE226,生命教育概論,Introduction to Life Education,天,延伸選修通識,選修,半,2,江蘭貞,3-78.,教學509,,,,,,創:PBL課程,通識中心,60,60,2,2,169,國語,,0
◎,,,,,2022603,GE226C,GE226,生命教育概論,Introduction to Life Education,天,延伸選修通識,選修,半,2,江蘭貞,4-56.,教學605,,,,,,創:PBL課程,通識中心,60,62,2,2,145,國語,,0
◎,,,,,2023401,GE234A,GE234,宗教音樂賞析,Sacred Music Appreciation,天,延伸選修通識,選修,半,2,孫自弘,1-12.,風雅頌,,,,,,"跨:人文素養,就:數音就業學程",通識中心,60,60,2,2,296,國語,,0
◎,,,,,2023402,GE234B,GE234,宗教音樂賞析,Sacred Music Appreciation,天,延伸選修通識,選修,半,2,孫自弘,1-34.,風雅頌,,,,,,"跨:人文素養,就:數音就業學程",通識中心,60,58,2,2,365,國語,,0
◎,,,,,2024501,GE245A,GE245,聖經生命美學,Life in Bible,天,延伸選修通識,選修,半,2,涂世雄,1-56.,教學818,,,,,,創:PBL課程,通識中心,85,83,2,2,597,國語,,0
◎,,,,,2024601,GE246A,GE246,哲學概論,Introduction to Philosophy,天,延伸選修通識,選修,半,2,程進發,3-CD.,教學615,,,,,,創:PBL課程,通識中心,80,81,2,2,182,國語,,0
◎,,,,,2024602,GE246B,GE246,哲學概論,Introduction to Philosophy,天,延伸選修通識,選修,半,2,廖宣怡,3-56.,教學618,,,,,,創:PBL課程,通識中心,60,60,2,2,201,國語,,0
◎,,,,,2024603,GE246C,GE246,哲學概論,Introduction to Philosophy,天,延伸選修通識,選修,半,2,曾漢塘,3-56.,資管103,,,,,,,通識中心,60,60,2,2,98,國語,,0
◎,,,,,2024801,GE248A,GE248,價值判斷與分析,Value Judgment and Analysis,天,延伸選修通識,選修,半,2,蘇友瑞,3-78.,懷恩205,,,,,,就:南山就業學程,通識中心,60,59,2,2,212,國語,,0
◎,,,,,2024802,GE248B,GE248,價值判斷與分析,Value Judgment and Analysis,天,延伸選修通識,選修,半,2,蘇友瑞,4-56.,教學815,,,,,,就:南山就業學程,通識中心,60,60,2,2,255,國語,,0
◎,,,,,2024803,GE248C,GE248,價值判斷與分析,Value Judgment and Analysis,天,延伸選修通識,選修,半,2,蘇友瑞,4-78.,教學815,,,,,,就:南山就業學程,通識中心,60,60,2,2,232,國語,,0
◎,,,,,2026001,GE260A,GE260,聖經中的人際觀,Biblical Human Relationship,天,延伸選修通識,選修,半,2,饒張清音,5-12.,教學812,,,,,,,通識中心,60,60,2,2,140,國語,,0
◎,,,,,2026002,GE260B,GE260,聖經中的人際觀,Biblical Human Relationship,天,延伸選修通識,選修,半,2,廖宣怡,3-DE.,教學618,,,,,,創:PBL課程,通識中心,60,60,2,2,191,國語,,0
◎,,,,,2026301,GE263A,GE263,哲學與生活,Philosophy and Living-Style,天,延伸選修通識,選修,半,2,錢玉舜,3-56.,教學418,,,,,,創:PBL課程,通識中心,60,63,2,2,519,國語,,0
◎,,,,,2026302,GE263B,GE263,哲學與生活,Philosophy and Living-Style,天,延伸選修通識,選修,半,2,錢玉舜,3-78.,教學418,,,,,,創:PBL課程,通識中心,60,62,2,2,461,國語,,0
◎,,,,不得停修,2026901,GE269A,GE269,生命倫理學,Bioethics,天,延伸選修通識,選修,半,2,歐力仁,1-56.,教學302,,,,,,創:PBL課程,通識中心,60,60,2,2,168,國語,,0
◎,,,,不得停修,2026902,GE269B,GE269,生命倫理學,Bioethics,天,延伸選修通識,選修,半,2,歐力仁,2-34.,教學615,,,,,,創:PBL課程,通識中心,60,60,2,2,190,國語,,0
◎,,,,,2027401,GE274A,GE274,時間的奧秘,The Mystery of Time,天,延伸選修通識,選修,半,2,曾念粵,4-EF.,教學601,,,,,,,通識中心,60,60,2,2,507,國語,,0
◎,,,,,2027501,GE275A,GE275,生命與品格典範,Life and Character Exemplars,天,延伸選修通識,選修,半,2,李清義,,,,,,,非同步遠距，無面授。每週自行上線學習兩小時，不排教室也不固定上課時段。,"跨:人文素養,跨:國際菁英,就:領導服務學程",通識中心,125,130,2,2,2445,國語,,0
◎,,,,,2027502,GE275B,GE275,生命與品格典範,Life and Character Exemplars,天,延伸選修通識,選修,半,2,李清義,,,,,,,非同步遠距，無面授。每週自行上線學習兩小時，不排教室也不固定上課時段。,"跨:人文素養,跨:國際菁英,就:領導服務學程",通識中心,125,124,2,2,2412,國語,,0
